ID,R,F,M,Cluster,Distance,Is_Outlier
121,22,13,496.61,2,1.346241510570045,False
122,21,6,1921.8,2,1.555310658004096,False
123,14,11,304.1,2,1.1570327950496564,False
124,26,1,468.09,2,1.1326846619453752,False
125,27,9,432.67,2,1.2368659563962456,False
126,30,1,368.35,2,1.4307051291755108,False
127,11,4,759.69,2,0.3366384643305759,False
128,26,3,1110.81,2,0.9376424981823317,False
129,28,1,53.0,2,1.5935704384720306,False
130,39,11,1314.21,0,1.8640829645660544,False
131,11,6,1895.95,2,1.475192445845247,False
132,23,1,417.23,2,1.0210047906858692,False
133,3,2,679.58,2,0.9924620455618434,False
134,5,1,533.97,2,1.008389802763957,False
135,24,8,1134.64,2,0.8973235749309204,False
136,25,6,825.39,2,0.7828144445148875,False
137,10,6,165.39,2,1.0560159537486526,False
138,29,9,1234.64,2,1.3115223164413001,False
139,80,11,1829.32,0,1.487642032689831,False
140,23,1,89.0,2,1.3528837778832328,False
141,4,2,1557.88,2,1.3132832307343594,False
142,3,8,1328.01,2,1.1730852486938583,False
143,15,7,304.65,2,0.8416626761661151,False
144,17,23,1505.55,1,0.7671810842835839,False
145,16,7,711.1,2,0.3820087862181841,False
146,16,1,539.76,2,0.6982693598311976,False
147,5,1,65.83,2,1.4334798611013864,False
148,16,3,776.21,2,0.29196357942868684,False
149,22,18,1820.61,1,0.8667915656428922,False
150,19,4,1997.0,2,1.6152848370350745,False
151,4,22,1846.69,1,1.201094164757306,False
152,23,7,1252.41,2,0.8705540026239222,False
153,7,13,987.17,1,0.9986181312840027,False
154,3,6,1130.03,2,0.9653367299011896,False
155,18,1,148.32,2,1.156588419365098,False
156,28,1,135.57,2,1.5132706838074845,False
157,6,2,1641.79,2,1.3221168008069575,False
158,7,2,242.83,2,1.115083097123438,False
159,21,8,1803.02,2,1.4561684682982208,False
160,12,12,1557.95,1,0.867309239520647,False
161,25,4,1494.81,2,1.168656101584999,False
162,26,13,1280.06,1,1.079394381830103,False
163,28,1,160.0,2,1.4903980083167223,False
164,22,9,440.12,2,0.9878220728489989,False
165,14,1,746.95,2,0.5488339303102037,False
166,12,2,351.09,2,0.8422102550054009,False
167,6,2,556.91,2,0.8727650978222111,False
168,7,3,957.83,2,0.6419873844529064,False
169,16,16,1212.37,1,0.32556626825313406,False
170,11,2,946.65,2,0.4877091644176574,False
171,16,13,1442.68,1,0.6778545679752135,False
172,5,12,1612.7,1,1.1294957120736207,False
173,0,21,1281.68,1,1.1741038203631862,False
174,9,13,1928.8,1,1.1262031097116727,False
175,24,7,335.35,2,1.0568161600582555,False
176,3,8,1589.35,2,1.4074660431746682,False
177,20,11,797.72,2,0.9370092956281636,False
178,17,1,793.47,2,0.5551427104673698,False
179,13,16,569.47,1,1.1175897566604742,False
180,10,3,149.5,2,1.0923500992967998,False
181,17,21,515.38,1,1.25272942270293,False
182,8,4,187.76,2,1.0809110149304009,False
183,20,7,1441.83,2,0.9427739340469298,False
184,27,1,121.61,2,1.4793990868056146,False
185,25,11,934.58,2,1.1436151920473099,False
186,16,15,591.06,1,1.1260953408273746,False
187,15,4,951.31,2,0.1621433996169905,False
188,12,11,914.0,2,0.8735010897400515,False
189,3,22,1058.0,1,1.1107363002075177,False
190,9,2,1111.51,2,0.6696473750044581,False
191,17,9,458.52,2,0.826041247667607,False
192,27,18,927.59,1,1.096129361538647,False
193,73,1,1370.25,0,1.1495343896893877,False
194,17,1,946.53,2,0.5568199720236175,False
195,10,1,1474.41,2,1.0572567104816213,False
196,16,3,1661.03,2,1.1412047800249927,False
197,0,9,1465.18,2,1.4969414924591786,False
198,17,3,1813.45,2,1.356632307865605,False
199,5,7,772.54,2,0.7985475627118633,False
200,4,1,172.82,2,1.3624464045086724,False
201,14,4,552.37,2,0.4568541809340051,False
202,12,8,946.28,2,0.4953774028923147,False
203,26,2,651.99,2,0.9690513664676025,False
204,6,9,857.79,2,0.8694022099835653,False
205,7,4,1016.55,2,0.6254164478634722,False
206,5,6,1766.44,2,1.462623851553955,False
207,25,3,908.53,2,0.804236686904632,False
208,28,2,403.75,2,1.2411268543763396,False
209,25,4,1270.75,2,0.9558821149304957,False
210,13,3,1157.92,2,0.49356715123003825,False
211,13,1,497.09,2,0.7446794014795174,False
212,2,1,216.78,2,1.4150800714505798,False
213,23,16,1454.58,1,0.6927274291716756,False
214,2,17,1027.58,1,1.042206776034192,False
215,24,12,722.09,2,1.2171255319701269,False
216,15,7,282.19,2,0.8710718437720039,False
217,11,4,106.96,2,1.1045577589197608,False
218,18,1,999.75,2,0.6021590837599177,False
219,24,14,1139.33,1,0.9202587120272863,False
220,24,5,836.72,2,0.6906016299032806,False
221,3,2,1678.54,2,1.4847705258961954,False
222,3,17,1337.34,1,0.8691700012537612,False
223,1,4,1335.77,2,1.2229856950455822,False
224,11,2,810.2,2,0.48135417497017924,False
225,29,11,943.9,2,1.3619601885144166,False
226,51,12,5135.77,0,5.360767072499099,True
227,6,9,984.12,2,0.8846317992333135,False
228,6,5,1413.55,2,1.0061314112460338,False
229,1,6,381.95,2,1.241080350812038,False
230,6,14,788.22,1,1.1323444393201294,False
231,29,1,80.8,2,1.6140913153013183,False
232,21,1,611.13,2,0.7835932400540706,False
233,24,4,1766.35,2,1.4382065483552253,False
234,0,2,1516.76,2,1.4781281738997114,False
235,9,6,1925.2,2,1.5497016874186833,False
236,17,1,344.23,2,0.9120226668818531,False
237,49,1,204.1,0,2.144645164448558,False
238,5,2,1257.59,2,0.9876154153582615,False
239,7,3,1095.09,2,0.7055535274311299,False
240,2,1,123.76,2,1.5019529157706801,False
241,3,2,696.82,2,0.9863741069865778,False
242,26,2,1487.35,2,1.2655169972385334,False
243,19,3,1278.43,2,0.7011719059959798,False
244,28,14,627.97,1,1.5092650837190429,False
245,12,1,95.0,2,1.2154661809395264,False
246,14,4,1827.01,2,1.3482675502525676,False
247,10,6,754.05,2,0.4217147684149821,False
248,19,2,922.93,2,0.5025314954677772,False
249,12,12,257.4,2,1.317128843279568,False
250,1,14,676.34,1,1.4715382643840125,False
251,3,19,984.32,1,1.0121626965240667,False
252,27,32,1914.06,1,2.2927918137435266,False
253,13,4,1953.81,2,1.5295210494627831,False
254,1,4,768.02,2,1.0415912745076668,False
255,61,13,1379.86,0,0.7740031139260044,False
256,42,1,1054.24,0,1.8610839420340821,False
257,21,11,298.34,2,1.2507967029224625,False
258,17,5,841.04,2,0.17270502155876005,False
259,8,9,1757.87,1,1.4201057899709097,False
260,22,11,1010.7,2,1.0236249527165107,False
261,13,6,948.83,2,0.23904570783979068,False
262,12,24,852.95,1,1.1077254834082115,False
263,7,7,1532.72,2,1.136736283540473,False
264,11,6,1891.29,2,1.4688368064750572,False
265,10,21,1900.33,1,0.9543119491213711,False
266,16,13,598.84,2,1.1840856910918545,False
267,8,21,1622.91,1,0.762989740667953,False
268,21,7,536.53,2,0.7208702961880413,False
269,66,6,180.51,0,1.7069223074323525,False
270,18,8,1751.33,2,1.3335572116943024,False
271,26,1,1146.43,2,1.0605676066207776,False
272,24,6,654.8,2,0.7675172614546666,False
273,4,3,1599.58,2,1.3247133539324745,False
274,14,16,1317.4,1,0.25189407491137783,False
275,16,18,1665.03,1,0.46139643378664313,False
276,11,17,440.21,1,1.2969872624472607,False
277,16,3,1689.94,2,1.1805794698528775,False
278,3,12,1163.78,1,1.1976398131851878,False
279,11,6,664.23,2,0.431064486705919,False
280,10,4,1658.4,2,1.1676134276676702,False
281,3,8,1293.56,2,1.1473119756796732,False
282,59,14,912.94,0,1.1514507704770323,False
283,25,2,1265.24,2,1.0196221482858754,False
284,20,6,1169.96,2,0.5989816799454206,False
285,25,3,735.19,2,0.8229932132452825,False
286,5,6,1749.68,2,1.4425177980775437,False
287,17,15,483.51,1,1.27642409847989,False
288,23,22,1436.67,1,0.8614250661060853,False
289,16,2,1439.93,2,0.8928624263450496,False
290,16,1,252.12,2,1.0086305412173593,False
291,7,14,848.68,1,1.0334850662821216,False
292,30,9,252.98,2,1.5350873027104552,False
293,5,2,464.9,2,0.9964264141001633,False
294,3,2,50.14,2,1.4902165597403694,False
295,5,5,1381.21,2,1.023847415743505,False
296,23,1,1606.04,2,1.309737488579671,False
297,8,11,309.45,2,1.256284453364044,False
298,69,15,1441.57,0,1.1240693475765842,False
299,12,8,434.36,2,0.7738707853252239,False
300,61,6,1893.97,0,0.7577571125280633,False
301,16,18,1391.11,1,0.1283776285403683,False
302,12,24,1292.14,1,0.8715370037149845,False
303,3,6,312.33,2,1.1822889745878162,False
304,17,24,845.68,1,1.1125220403938534,False
305,16,6,1993.47,2,1.5864825913448912,False
306,22,2,1414.29,2,1.0117997265286258,False
307,2,11,472.46,2,1.3880066388497818,False
308,10,1,1255.44,2,0.8314470896082479,False
309,7,12,1256.98,1,0.9797519363498521,False
310,15,9,904.91,2,0.5758479345046481,False
311,8,9,237.52,2,1.1651071302610732,False
312,7,11,1143.16,2,1.0957707866755868,False
313,20,7,805.15,2,0.49990567432894595,False
314,15,4,1259.42,2,0.5600389719028005,False
315,11,7,247.64,2,0.9584390634578173,False
316,3,1,1391.51,2,1.2561038211426823,False
317,12,18,866.59,1,0.6959071578285904,False
318,71,23,1127.95,0,2.2325981268099806,False
319,25,9,1535.08,2,1.3357533411435478,False
320,20,13,911.15,1,0.9804548337856769,False
321,20,5,1001.84,2,0.43451455094550273,False
322,10,1,91.93,2,1.2531527516269567,False
323,15,7,1172.57,2,0.5225024807432274,False
324,9,18,1882.22,1,0.8589115675079745,False
325,1,19,528.68,1,1.5336530372506794,False
326,21,11,1943.65,1,1.3392886436963427,False
327,28,7,570.73,2,1.111692887934913,False
328,5,6,909.57,2,0.7487006525265958,False
329,12,8,1406.95,2,0.8963229211821093,False
330,10,11,1060.91,2,0.9570909840982867,False
331,4,1,90.67,2,1.4465252080229274,False
332,17,15,1757.5,1,0.7156505722065647,False
333,65,11,1082.01,0,0.6575197034601313,False
334,1,6,1665.49,2,1.5256238556548014,False
335,20,17,553.53,1,1.1833730732778205,False
336,24,18,1568.74,1,0.7709487075288882,False
337,24,4,993.88,2,0.7197304452504112,False
338,9,17,511.39,1,1.2416878596405907,False
339,12,23,7149.96,1,8.15098645541328,True
340,11,16,1994.53,1,0.9779803753294071,False
341,6,13,399.26,2,1.4518591397468634,False
342,20,7,211.93,2,1.0398243006355867,False
343,16,2,1466.19,2,0.9259594686781619,False
344,29,2,1185.26,2,1.2132528628452752,False
345,22,16,1400.35,1,0.6115702669285027,False
346,11,1,433.0,2,0.8466189739993563,False
347,10,4,238.6,2,0.9540199836708764,False
348,22,3,1393.92,2,0.946049609996491,False
349,7,3,720.16,2,0.6618683415108524,False
350,26,16,1810.43,1,1.1009166856579744,False
351,24,6,230.28,2,1.1373521890297258,False
352,4,4,772.84,2,0.8208585700974901,False
353,26,1,339.03,2,1.2315934324649431,False
354,5,19,1118.51,1,0.7972278166765758,False
355,1,6,328.31,2,1.283601042814824,False
356,21,17,1385.52,1,0.4956359404337104,False
357,47,5,169.25,0,2.105821317606129,False
358,8,18,1177.91,1,0.5428276083677718,False
359,26,12,879.69,2,1.2916832156855464,False
360,11,3,446.58,2,0.6963557397346265,False
361,16,1,1437.14,2,0.9561398638075532,False
362,13,21,695.48,1,1.0144613786817591,False
363,27,16,1715.16,1,1.0904385028093206,False
364,19,1,1048.5,2,0.658884973705431,False
365,2,17,1545.94,1,0.9842229203059719,False
366,22,1,656.28,2,0.8048444250999303,False
367,15,11,620.08,2,0.9140990168137839,False
368,16,12,1111.76,1,0.8628138496461971,False
369,26,5,1440.3,2,1.1600905754850617,False
370,30,11,173.89,2,1.7164795871620795,False
371,29,9,365.41,2,1.3954806384491196,False
372,29,19,1495.14,1,1.1093716965243259,False
373,7,24,1456.31,1,1.0295893754508172,False
374,13,13,1327.45,1,0.6658592957859295,False
375,24,1,1445.07,2,1.1823492815637817,False
376,20,2,67.47,2,1.2444575073866249,False
377,15,14,759.95,1,0.9688354182860639,False
378,8,11,268.31,2,1.2927660272073869,False
379,44,11,887.47,0,1.656609838258564,False
380,8,22,1970.75,1,1.1555485040491174,False
381,26,2,335.05,2,1.1839898114657803,False
382,13,19,419.22,1,1.3097450453544857,False
383,7,12,494.74,2,1.2538221723773948,False
384,10,11,1535.51,1,1.0240349595447698,False
385,9,1,571.11,2,0.7910197436457521,False
386,12,1,1491.21,2,1.036585721750535,False
387,12,3,1385.53,2,0.7931916939200746,False
388,1,11,1030.93,2,1.3500146327315181,False
389,4,4,978.71,2,0.8252071206758018,False
390,15,1,516.33,2,0.7144530730103695,False
391,6,24,543.75,1,1.5426802779563726,False
392,5,4,356.23,2,1.02578229648824,False
393,10,18,1789.67,1,0.7096691220934006,False
394,24,16,1978.79,1,1.1583769747755632,False
395,16,5,434.48,2,0.6122198121236605,False
396,22,23,1458.64,1,0.9154405791094976,False
397,15,1,854.1,2,0.5200692519710557,False
398,18,13,1879.27,1,1.0264968355690383,False
399,8,24,1901.09,1,1.2499687797476497,False
400,39,2,1521.44,0,1.9549807003796729,False
401,14,13,1956.9,1,1.0787800043677054,False
402,12,14,690.06,1,1.0693254314411906,False
403,1,18,1157.17,1,1.0452394988369784,False
404,17,6,600.46,2,0.4396542111467788,False
405,1,21,1108.49,1,1.1504110025642424,False
406,25,23,512.01,1,1.570608948118854,False
407,25,11,1510.08,1,1.2333752068866124,False
408,27,21,1255.12,1,1.033221710341035,False
409,3,5,1676.56,2,1.4326129837789734,False
410,1,17,1974.68,1,1.3456603731476038,False
411,28,4,418.22,2,1.1747491307798108,False
412,1,19,1577.28,1,1.0750431116328643,False
413,5,24,1416.82,1,1.1119144101669138,False
414,23,9,1300.04,2,1.0356602450458416,False
415,12,23,1206.86,1,0.7606510835921165,False
416,11,16,1699.1,1,0.6134790486682096,False
417,10,19,1031.1,1,0.5788461551054868,False
418,8,9,414.99,2,0.9910896942982593,False
419,58,8,1262.55,0,0.42272545338125056,False
420,18,4,1254.34,2,0.6031751940529518,False
421,7,1,1103.45,2,0.8453246398718708,False
422,8,14,1802.11,1,0.9578464705064246,False
423,0,2,387.24,2,1.3449483919231264,False
424,19,22,1204.62,1,0.6909605898432217,False
425,27,19,1058.39,1,1.023622531552692,False
426,22,1,696.37,2,0.7860652224100934,False
427,12,7,1055.71,2,0.4496700813029724,False
428,2,14,1649.81,1,1.1526478873535475,False
429,27,19,1293.73,1,0.9447615249153614,False
430,20,16,1517.39,1,0.5320019355553951,False
431,28,3,1497.35,2,1.3462101346557038,False
432,4,9,399.02,2,1.183620489533328,False
433,6,1,1598.45,2,1.3204407570355177,False
434,0,18,1300.99,1,1.0880749736407898,False
435,18,15,1008.74,1,0.6575765306463247,False
436,13,8,1819.96,2,1.4085605966823211,False
437,21,18,630.47,1,1.1085396062301704,False
438,6,5,1478.86,2,1.0771556269085978,False
439,16,21,1562.08,1,0.5433539812551504,False
440,29,9,1171.59,2,1.2795257124862762,False
441,8,21,1642.86,1,0.7775830641006167,False
442,11,19,1373.12,1,0.3148467184781671,False
443,8,5,180.07,2,1.085165120805821,False
444,2,18,996.17,1,1.0564085452227132,False
445,7,1,45.23,2,1.387529904052219,False
446,29,11,1049.44,2,1.381485800827274,False
447,16,8,220.03,2,1.0085769058290435,False
448,19,7,393.14,2,0.7928566583021792,False
449,14,17,1963.58,1,0.8731991480098852,False
450,9,6,147.12,2,1.1065728611928778,False
451,6,7,1279.7,2,0.9221951812061122,False
452,24,1,633.17,2,0.9225407916405448,False
453,12,1,1562.66,2,1.1220258411337865,False
454,14,21,1354.59,1,0.4396530586194876,False
455,8,1,911.62,2,0.7268082066844581,False
456,25,4,1725.82,2,1.4273696013440307,False
457,4,4,573.16,2,0.9084115319922894,False
458,14,13,1331.53,1,0.6567453302306923,False
459,13,14,1688.13,1,0.7162953447204928,False
460,13,4,180.0,2,0.9756614736491563,False
461,4,22,636.38,1,1.389616735482963,False
462,10,8,830.24,2,0.5651960761977696,False
463,20,22,641.43,1,1.2087763782222616,False
464,4,1,790.84,2,0.9620922555865706,False
465,17,22,686.0,1,1.100460251959134,False
466,29,18,839.53,1,1.2881339485862628,False
467,7,22,1862.15,1,1.0821427166364352,False
468,4,2,1645.01,2,1.405349730792334,False
469,26,13,678.39,2,1.4229225761309363,False
470,1,15,1287.7,1,1.0840937587952078,False
471,24,12,1138.13,1,1.098063957547851,False
472,25,21,1081.9,1,0.9656280103522294,False
473,1,11,432.32,2,1.4625938357408375,False
474,18,13,437.33,2,1.2931001444443506,False
475,24,23,852.05,1,1.2144995504316098,False
476,18,5,1686.86,2,1.1720323303081517,False
477,39,15,1420.24,1,1.8651727124678907,False
478,27,11,869.55,2,1.2445408585439461,False
479,25,8,1919.58,2,1.7146931422075007,False
480,12,22,1451.94,1,0.623268900895334,False
481,2,1,1824.64,2,1.7232792937825758,False
482,7,11,1877.28,1,1.316943632973811,False
483,6,24,1717.3,1,1.1818700960901882,False
484,17,16,6148.05,1,6.723635403581418,True
485,13,2,111.17,2,1.1316504725538252,False
486,21,1,621.61,2,0.777014289347918,False
487,16,1,1663.79,2,1.2329255291615817,False
488,7,7,1247.65,2,0.8418898109419063,False
489,5,1,198.72,2,1.2934803268686577,False
490,8,1,927.95,2,0.7291286064333029,False
491,33,1,117.62,2,1.7936495369099301,False
492,6,13,1674.32,1,1.0243804850708622,False
493,1,21,734.98,1,1.3933057924467025,False
494,5,11,1387.5,1,1.1721041529248506,False
495,8,18,488.5,1,1.293738766145635,False
496,7,6,92.63,2,1.2386201931764425,False
497,6,7,1808.21,2,1.4999503185621474,False
498,19,21,910.94,1,0.8178294619095154,False
499,14,6,1564.15,2,0.9902548299494301,False
500,25,14,1894.13,1,1.2104387279125142,False
501,10,12,751.38,2,1.0574989181204206,False
502,4,11,1813.51,1,1.3827111413085693,False
503,4,6,1367.15,2,1.0772790587299952,False
504,15,5,1264.09,2,0.556354821003552,False
505,7,1,685.55,2,0.818194040305237,False
506,4,4,1296.34,2,1.0085368338779608,False
507,14,7,1300.12,2,0.6784101933415112,False
508,38,15,1728.68,1,1.8680720577369743,False
509,11,1,487.28,2,0.7939915104787646,False
510,4,12,1313.31,1,1.1176760989740886,False
511,25,17,1694.35,1,0.9256841762797386,False
512,5,2,1931.97,2,1.701491165254712,False
513,27,22,1372.36,1,1.0915480771278976,False
514,26,18,1731.94,1,1.0107653406528643,False
515,19,1,1496.83,2,1.0703187119541915,False
516,22,15,1798.79,1,0.9256391180355142,False
517,11,6,803.94,2,0.3365405496210685,False
518,24,11,1505.96,1,1.1866043729289448,False
519,17,1,120.52,2,1.1776657476520496,False
520,18,7,936.77,2,0.39719901750533293,False
521,23,7,1824.41,2,1.50333689234288,False
522,17,5,177.08,2,0.9792546118176652,False
523,1,19,867.99,1,1.222444050678785,False
524,21,17,756.88,1,0.9581718974125649,False
525,13,4,6433.81,1,7.362449263451712,True
526,38,2,1947.54,0,2.1636189903862997,False
527,19,5,549.35,2,0.5455863146206892,False
528,26,8,1680.69,2,1.4790958190139232,False
529,30,12,555.2,2,1.5642957217717544,False
530,7,6,334.12,2,0.9576043248767323,False
531,17,19,925.89,1,0.6348766558384968,False
532,27,6,249.2,2,1.2670599229771824,False
533,12,14,666.3,1,1.097903087133378,False
534,27,17,1955.27,1,1.2654026241075784,False
535,8,11,363.62,2,1.2107433627906266,False
536,4,8,1728.0,2,1.5116157272768878,False
537,20,9,197.43,2,1.1650176377026957,False
538,28,24,973.93,1,1.411003388302995,False
539,27,12,1051.75,1,1.2865284500793912,False
540,12,19,1315.32,1,0.2553094733138461,False
541,4,13,1628.32,1,1.0986044371641128,False
542,13,12,1452.1,1,0.8142070724404744,False
543,16,21,1591.59,1,0.567468521204915,False
544,10,1,487.24,2,0.823357769347204,False
545,36,18,839.52,1,1.748178823138443,False
546,8,11,1729.52,1,1.179296191847816,False
547,13,3,1679.0,2,1.1694480163231722,False
548,2,18,780.88,1,1.224781541236843,False
549,9,5,498.99,2,0.6709540831531844,False
550,26,11,1932.64,1,1.505087975902672,False
551,27,1,98.39,2,1.5024486613950354,False
552,5,6,239.36,2,1.1519481007585484,False
553,23,13,866.19,1,1.1282824981039217,False
554,27,4,1469.94,2,1.2473443421432266,False
555,26,7,1273.07,2,1.0558168653579119,False
556,24,19,1617.51,1,0.8172890011178123,False
557,24,9,334.68,2,1.1647896504908404,False
558,7,12,1288.1,1,0.9752584665608035,False
559,42,2,1784.51,0,1.8290569368796428,False
560,16,7,1234.33,2,0.6020650997372139,False
561,21,21,1730.02,1,0.8439079243857879,False
562,13,3,1512.12,2,0.9444890353547196,False
563,9,4,93.0,2,1.1695777943548402,False
564,26,3,1767.68,2,1.532799338055621,False
565,24,11,1640.19,1,1.2360825804521178,False
566,5,6,750.26,2,0.7639274097036095,False
567,6,12,299.66,2,1.422085068426984,False
568,19,14,1735.09,1,0.8224663282984958,False
569,26,11,1628.49,1,1.3216956638832498,False
570,20,4,1155.02,2,0.5717103173913443,False
571,22,8,1923.31,2,1.6321844119595228,False
572,2,18,391.1,1,1.6299208549732904,False
573,13,14,411.61,1,1.408906690177633,False
574,21,4,1631.06,2,1.1705468257591758,False
575,21,18,1359.47,1,0.4813981322070301,False
576,26,3,1083.38,2,0.9243800609852918,False
577,23,16,1320.69,1,0.6763152120222373,False
578,13,21,564.33,1,1.1814209825508808,False
579,13,3,1936.93,2,1.5221266040795907,False
580,12,21,766.06,1,0.9394703870282897,False
581,23,8,1090.77,2,0.8159897517677925,False
582,25,9,1932.46,1,1.65073496753868,False
583,27,11,747.42,2,1.2556967568688144,False
584,14,12,377.47,2,1.1989899703712132,False
585,13,6,141.28,2,1.0361043555250131,False
586,8,22,547.14,1,1.346420191598886,False
587,23,3,344.95,2,0.9851894540188711,False
588,17,7,999.24,2,0.38992170281784794,False
589,13,12,745.11,2,1.0061196845917013,False
590,28,23,751.19,1,1.4826280543229535,False
591,8,1,954.72,2,0.7344540690630957,False
592,26,3,1066.27,2,0.9168231417675602,False
593,17,2,489.08,2,0.6734297668893886,False
594,3,15,885.49,1,1.1409650903187663,False
595,39,14,1454.39,1,1.9011126812608787,False
596,13,8,519.83,2,0.665883797668694,False
597,18,21,473.87,1,1.3190966097956398,False
