antecedents,consequents,support,confidence,lift,leverage,conviction,zhangs_metric
全脂牛奶、酸奶油,其他蔬菜,0.015391192817443352,0.45425867507886436,2.233339024717738,0.008499631506285688,1.459667932790803,0.5716071406620693
凝乳,酸奶,0.018170158187259512,0.3244274809160305,2.2123494981416774,0.009957098631107998,1.2631599287927866,0.5805040494458653
仁果类水果、全脂牛奶,其他蔬菜,0.014215476699444207,0.44932432432432434,2.2090795472298366,0.007780454150224433,1.4465885216533731,0.565204401732809
莓果,酸奶,0.011115861479264643,0.3180428134556575,2.1688109057515534,0.005990536145559404,1.2513338842056223,0.5584356390093459
凝乳、酸奶,全脂牛奶,0.010581445061992304,0.5823529411764705,2.168123405350998,0.0057009825219556266,1.7512449644424906,0.5487423769592287
仁果类水果、全脂牛奶,酸奶,0.010047028644719966,0.3175675675675676,2.165570089039477,0.0054075904221610955,1.2504624553947485,0.5558123150627026
根茎类蔬菜,其他蔬菜,0.049807610089781955,0.4347014925373134,2.1371871593163974,0.026502393289904932,1.4091689630698854,0.6009516250365252
其他蔬菜、凝乳,全脂牛奶,0.010367678495083368,0.57396449704142,2.1368928906961906,0.005515924558223377,1.7167637523158044,0.541817830888335
其他蔬菜、黄油,全脂牛奶,0.012077811030354853,0.5736040609137056,2.135550972506419,0.006422216204547645,1.715312557258902,0.5431738403253438
奶油乳酪,酸奶,0.013039760581445061,0.31282051282051276,2.1331987740151,0.006926987247668171,1.2418242264521768,0.5543272764505618
根茎类蔬菜、热带水果,全脂牛奶,0.01261222744762719,0.5700483091787439,2.1223127658879144,0.0066695465900531185,1.7011267179386178,0.5407805984167946
全脂牛奶、柑橘类水果,其他蔬菜,0.013681060282171868,0.42666666666666664,2.0976843580311786,0.0071590779687734475,1.3894205434642115,0.54061878864841
根茎类蔬菜、酸奶,全脂牛奶,0.015284309533988884,0.562992125984252,2.0960423122597143,0.007992324327110554,1.673659336976994,0.5375027082344156
热带水果、酸奶,其他蔬菜,0.012932877297990595,0.4201388888888889,2.0655908798972384,0.006671774277128111,1.373779162495872,0.5322612984721499
其他蔬菜、本地蛋类,全脂牛奶,0.012932877297990595,0.5525114155251142,2.057022205990039,0.006645693202296287,1.63446026123147,0.5261768289318609
苏打、香肠,面包卷,0.010153911928174433,0.39748953974895396,2.055783379707691,0.005214718417611952,1.3388118438553986,0.5270304751678473
鸡,其他蔬菜,0.01881145788798632,0.4170616113744076,2.050461605895406,0.009637202767139209,1.3665271101193273,0.5365038056861429
全脂牛奶、黄油,其他蔬菜,0.012077811030354853,0.41697416974169743,2.0500317036801476,0.006186287007251614,1.3663221597458615,0.5274813584582191
汉堡肉,其他蔬菜,0.01453612654980761,0.4159021406727829,2.044761128814796,0.007427165828203333,1.3638144685270703,0.5294500400669737
其他蔬菜、冷冻蔬菜,全脂牛奶,0.010153911928174433,0.5428571428571428,2.0210789608322437,0.005129906372254325,1.5999425502351432,0.5148447308228092
全脂牛奶、本地蛋类,其他蔬菜,0.012932877297990595,0.4101694915254237,2.0165768590183206,0.006519594689815481,1.3505593558500784,0.5205225190877989
全脂牛奶、热带水果,其他蔬菜,0.01795639162035058,0.40384615384615385,1.9854884999393672,0.008912576145771437,1.3362341226606353,0.5194417811867477
酸奶油,其他蔬菜,0.030354852501068834,0.40283687943262414,1.9805264550560335,0.015028194064582548,1.3339757331787039,0.5354298371433084
仁果类水果、酸奶,全脂牛奶,0.010047028644719966,0.5310734463276836,1.9772077850544403,0.0049656058824464845,1.559737453447823,0.5037666922415411
全脂牛奶、酸奶,其他蔬菜,0.02340743907652843,0.397459165154265,1.9540872039849204,0.01142873156092,1.322069917120384,0.5188059918217909
酸奶、酸奶油,全脂牛奶,0.011436511329628047,0.5245098039215687,1.952771080577078,0.005579956281584034,1.538206917221652,0.49878275929677807
根茎类蔬菜、面包卷,全脂牛奶,0.013360410431808465,0.5230125523012552,1.947196752618601,0.006499054272580431,1.533378524335636,0.49919315564330374
全脂牛奶、水果/蔬菜汁,其他蔬菜,0.011008978195810174,0.3931297709923664,1.9328019639540621,0.005313113642108887,1.312638309657678,0.4965206975259479
仁果类水果、其他蔬菜,全脂牛奶,0.014215476699444207,0.5175097276264591,1.9267095151902713,0.006837365683035819,1.5158902687942184,0.4945656260664851
热带水果、酸奶,全脂牛奶,0.01592560923471569,0.5173611111111112,1.9261562099305836,0.007657531519830027,1.5154234884858255,0.4961025273622415
其他蔬菜、酸奶,全脂牛奶,0.02340743907652843,0.5128805620608899,1.9094749457388327,0.011148865520083366,1.50148454714375,0.49907310385174575
一般肉类,其他蔬菜,0.010474561778537837,0.3858267716535433,1.8968971495483715,0.0049526167531938415,1.2970300150184717,0.48601787451961675
其他蔬菜、酸奶油,全脂牛奶,0.015391192817443352,0.5070422535211268,1.8877386883977965,0.007237949515264432,1.483701826177243,0.48498738487164417
全脂牛奶、凝乳,其他蔬菜,0.010367678495083368,0.377431906614786,1.8556242345180967,0.004780513646605388,1.2795405354852503,0.4741214339856084
其他蔬菜、水果/蔬菜汁,全脂牛奶,0.011008978195810174,0.49758454106280187,1.8525272448004675,0.005066297338236102,1.4557719028513172,0.4706090219420234
黄油,全脂牛奶,0.02896536981616075,0.4972477064220183,1.851273195895107,0.0133191810848667,1.4547965628832584,0.4882738408589399
牛肉,其他蔬菜,0.020735356990166737,0.375968992248062,1.8484318925238405,0.009517547411121454,1.276540911734324,0.48579325465316975
猪肉,其他蔬菜,0.022766139375801624,0.37566137566137564,1.846919511659396,0.01043959280347861,1.2759119499134064,0.4881405854629426
凝乳,全脂牛奶,0.027469003847798205,0.4904580152671756,1.8259949028411044,0.012425695783214565,1.4354112724635038,0.47919133818304854
酪,其他蔬菜,0.010902094912355708,0.3709090909090909,1.8235551521521045,0.0049236111250738224,1.2662734432727785,0.4652970757733773
其他蔬菜、根茎类蔬菜,全脂牛奶,0.02436938862761864,0.4892703862660944,1.821573312338074,0.010991179547282808,1.4320734279175544,0.4746659956979063
冷冻蔬菜,其他蔬菜,0.01870457460453185,0.36997885835095135,1.8189817124180248,0.008421582490407007,1.264403777786067,0.47421623968736426
黄油,其他蔬菜,0.02105600684053014,0.3614678899082569,1.7771379810728596,0.009207738971189677,1.2475505914208351,0.4643463091532447
其他蔬菜、热带水果,全脂牛奶,0.01795639162035058,0.4759206798866856,1.7718718189493956,0.007822254698980303,1.3955946754792419,0.4527055796216078
柑橘类水果、酸奶,全脂牛奶,0.010795211628901239,0.4741784037558685,1.7653852548905318,0.0046802791522670495,1.3909704620411654,0.4436516384877031
本地蛋类,全脂牛奶,0.03153056861906798,0.47275641025641035,1.7600911159406987,0.013616400236815707,1.3872189684366194,0.4627079823287811
其他蔬菜、猪肉,全脂牛奶,0.010688328345446772,0.4694835680751174,1.7479061929609225,0.004573395868812583,1.3786609889257568,0.43785518976266
油,其他蔬菜,0.010474561778537837,0.3550724637681159,1.7456952028452404,0.0044743380502112904,1.2351792516729037,0.44014654319877733
其他蔬菜、糕点,全脂牛奶,0.011115861479264643,0.46846846846846846,1.7441269363274936,0.0047425515740402765,1.376028072260346,0.43701680955348576
本地蛋类,其他蔬菜,0.02340743907652843,0.3509615384615385,1.725484053518736,0.00984171586465972,1.2273557867401392,0.4504985598554209
面包卷、香肠,苏打,0.010153911928174433,0.3156146179401993,1.721801962360644,0.004256653038857625,1.193326436075495,0.4331483042227323
柑橘类水果,其他蔬菜,0.030354852501068834,0.34889434889434895,1.715320824096442,0.012658540490714455,1.223459065719103,0.45675799116874044
全脂牛奶、苏打,其他蔬菜,0.014643009833262078,0.3477157360406091,1.7095262356258218,0.006077473061665485,1.2212483967507484,0.4332892977160664
奶油乳酪,其他蔬菜,0.014429243266353142,0.34615384615384615,1.7018472856623146,0.005950666258935195,1.218331111837638,0.4303417850149948
仁果类水果,其他蔬菜,0.027469003847798205,0.34543010752688175,1.6982890625441438,0.011294487710570122,1.2169840390556348,0.44669369136541
冷冻热狗肠,面包卷,0.0202009405728944,0.3258620689655172,1.685331960885229,0.008214613225085867,1.196562458654484,0.43351998958197685
酸奶、面包卷,全脂牛奶,0.016353142368533562,0.45266272189349116,1.6852815065799855,0.0066496344948135805,1.3362917855863559,0.4218679561718974
香肠,面包卷,0.03217186831979479,0.3257575757575758,1.684791530562675,0.013076408889837746,1.1963770169716244,0.4509951017166057
热带水果,其他蔬菜,0.037729799059427103,0.34205426356589147,1.6816919022188548,0.015294179901336538,1.2107398338098743,0.45561691984541103
其他蔬菜、柑橘类水果,全脂牛奶,0.013681060282171868,0.45070422535211263,1.6779899452424856,0.0055278169799929475,1.3315272799026538,0.4166976686507936
酸奶油,全脂牛奶,0.03388200085506627,0.4496453900709221,1.6740478589349572,0.013642435615502404,1.328965535099589,0.4354584926087574
全脂牛奶、香肠,其他蔬菜,0.010688328345446772,0.3401360544217687,1.6722611272569985,0.004296785678316321,1.2072202412697293,0.41504965791216075
根茎类蔬菜,全脂牛奶,0.051410859341598975,0.44869402985074625,1.6705059065991175,0.02063523673619122,1.326672207959061,0.4533198280180415
热带水果、面包卷,全脂牛奶,0.011543394613082514,0.44628099173553715,1.6615220687137628,0.00459591264432442,1.3208907365693976,0.40871390372158417
人造黄油,其他蔬菜,0.020735356990166737,0.3368055555555555,1.6558869037192736,0.00821315094844177,1.2011576970513647,0.42207923349693544
糖,全脂牛奶,0.01581872595126122,0.44444444444444436,1.6546845293363397,0.006258761093424671,1.3165241556220606,0.41025712069156595
汉堡肉,全脂牛奶,0.015498076100897819,0.4434250764525994,1.650889381333275,0.0061103628621213876,1.3141129392198223,0.408544880289947
酸奶、面包卷,其他蔬菜,0.012077811030354853,0.3343195266272189,1.6436644724772782,0.004729710957259299,1.1966718920716357,0.40628085029547595
火腿,全脂牛奶,0.012077811030354853,0.44140625000000006,1.64337320931158,0.004728408617123151,1.3093635735790503,0.4025089954293495
切片奶酪,全脂牛奶,0.011329628046173578,0.43983402489626555,1.6375197520610667,0.004410854680592171,1.3056885658638544,0.39961394756724866
其他蔬菜、瓶装水,全脂牛奶,0.011329628046173578,0.43442622950819676,1.6173863124865457,0.004324728871062113,1.2932040820120083,0.3919401328540429
白面包,其他蔬菜,0.014429243266353142,0.32608695652173914,1.6031894720007311,0.005428907673863321,1.182053262353639,0.3936628643852978
凝乳,其他蔬菜,0.018063274903805045,0.32251908396946566,1.5856482131467793,0.006671545796402471,1.1758281196370184,0.3912561101106251
其他蔬菜、苏打,全脂牛奶,0.014643009833262078,0.42546583850931674,1.5840264166705802,0.005398839610369077,1.2730353697006112,0.38183892480798415
冷冻蔬菜,全脂牛奶,0.02148353997434801,0.4249471458773784,1.5820953031550946,0.007904370671775374,1.271887102960038,0.3875181113457815
糖,其他蔬菜,0.011329628046173578,0.3183183183183183,1.5649953684635767,0.004090227678301332,1.1685822473928953,0.37434418122241064
瓶装水、酸奶,全脂牛奶,0.010153911928174433,0.4203539823008849,1.5649947705559408,0.0036657676102433206,1.2618085630644007,0.36995676485847695
其他蔬菜、面包卷,全脂牛奶,0.01881145788798632,0.4200477326968974,1.5638545909718156,0.0067825531569547445,1.261142252413451,0.3774584973603101
全脂牛奶、糕点,其他蔬菜,0.011115861479264643,0.3180428134556575,1.5636408632113146,0.004006900757660365,1.1681101501734097,0.37352185692256573
其他蔬菜、苏打,面包卷,0.010367678495083368,0.3012422360248447,1.5580001991423145,0.003713200208886218,1.1544031162415085,0.370917199400204
全脂牛奶、面包卷,其他蔬菜,0.01881145788798632,0.31597845601436264,1.5534915577879018,0.00670231072610992,1.1645848271744996,0.37884276622343455
奶油乳酪,全脂牛奶,0.01731509191962377,0.41538461538461535,1.54649361780281,0.006118736680716099,1.251082896424473,0.36874695351162007
酪,全脂牛奶,0.01218469431380932,0.41454545454545455,1.5433693882718953,0.004289828440220578,1.2492896576813897,0.3627286198096277
全脂牛奶、瓶装水,其他蔬菜,0.011329628046173578,0.3136094674556213,1.5418445494034645,0.003981527973078025,1.1605654125694742,0.36459784832850023
人造黄油,全脂牛奶,0.02543822146216332,0.4131944444444444,1.5383395233673787,0.008902066032391989,1.2464134017723651,0.37290633793380684
甜点,其他蔬菜,0.01218469431380932,0.31232876712328766,1.5355480531820702,0.004249615832507908,1.1584040068882233,0.3629253034711124
酸奶,其他蔬菜,0.04563916203505772,0.3112244897959184,1.5301189314401538,0.015811962921782274,1.1565467990435927,0.4059923124938402
硬奶酪,全脂牛奶,0.010581445061992304,0.4107883817427385,1.529381655226845,0.003662671696410896,1.2413236365607065,0.35529291821118475
鸡,全脂牛奶,0.018490808037622916,0.4099526066350711,1.5262700309103563,0.006375777497061282,1.2395653584839574,0.3610950438087401
莓果,其他蔬菜,0.010795211628901239,0.308868501529052,1.5185358383109882,0.003686250907296961,1.1526042632242053,0.35383785360483105
白面包,全脂牛奶,0.01795639162035058,0.4057971014492754,1.510798918089702,0.006071029905202434,1.2308965682645283,0.35375195705658696
牛肉,全脂牛奶,0.022338606241983753,0.4050387596899225,1.5079755812411122,0.007524967002813604,1.2293276588870492,0.35652211565524267
热带水果,全脂牛奶,0.04446344591705857,0.40310077519379844,1.5007603870724944,0.014836167438718274,1.2253363353192341,0.37503927475695864
油,全脂牛奶,0.011864044463445918,0.40217391304347827,1.4973096420353296,0.003940469986680489,1.223436589062925,0.34223121800214323
酸奶,全脂牛奶,0.058892689183411714,0.40160349854227406,1.4951859659218132,0.019504485624998062,1.2222703623720852,0.3880992474968086
仁果类水果,全脂牛奶,0.03163745190252244,0.3978494623655914,1.48120953835753,0.010278251139067811,1.2146502626274964,0.3529424687111637
洋葱,全脂牛奶,0.01271911073108166,0.39016393442622954,1.4525960089501806,0.0039629867621923266,1.1993424954143626,0.3220768585856617
卫生用品,全脂牛奶,0.013467293715262932,0.3888888888888889,1.4478489631692977,0.004165706286016559,1.1968401414746006,0.3204162976085031
黑面包,全脂牛奶,0.026507054296707994,0.3887147335423197,1.4472005758145419,0.00819096546998211,1.1964991613773146,0.3316247807650467
其他蔬菜,全脂牛奶,0.07866609662248825,0.3867577509196007,1.439914650857057,0.024033624777254153,1.1926808855321251,0.38352242896061717
一般肉类,全脂牛奶,0.010474561778537837,0.3858267716535433,1.4364485776325313,0.0031825765716595074,1.190872989772092,0.31231754402486117
猪肉,全脂牛奶,0.023300555793073965,0.3844797178130512,1.4314334420449293,0.007022777791892813,1.1882667880256423,0.3208436108104272
苏打、酸奶,全脂牛奶,0.011008978195810174,0.38289962825278806,1.4255507051066794,0.0032863639412815497,1.185224223100182,0.3073536183665772
其他蔬菜、香肠,全脂牛奶,0.010688328345446772,0.3773584905660377,1.4049208267950055,0.0030805485036248933,1.1746764351509968,0.2966175338246618
餐巾,全脂牛奶,0.020735356990166737,0.37669902912621356,1.402465625350121,0.005950426354173274,1.1734336104973369,0.30368643282177576
糕点,全脂牛奶,0.034950833689610945,0.3737142857142857,1.391353305667671,0.009830805910010402,1.1678412775439002,0.31029496766833015
甜点,全脂牛奶,0.014429243266353142,0.3698630136986301,1.3770148651668856,0.003950603106862629,1.1607036637730728,0.28490630548243717
柑橘类水果,全脂牛奶,0.03206498503634032,0.3685503685503686,1.372127834523378,0.008696182050517639,1.1582908156899672,0.2970490907671896
水果/蔬菜汁,全脂牛奶,0.028003420265070543,0.36849507735583686,1.3719219831839276,0.007591603406446559,1.1581894019392294,0.2933915823027917
长面包,全脂牛奶,0.014215476699444207,0.36141304347826086,1.3455552864236406,0.0036507107304236345,1.145344891888696,0.2673271964959127
莓果,全脂牛奶,0.012398460880718255,0.3547400611620795,1.32071150506662,0.0030107476419418237,1.1335002603697046,0.25162694154085885
冷冻热狗肠,全脂牛奶,0.021590423257802478,0.3482758620689655,1.2966450320402871,0.004939433415324403,1.1222575106713626,0.24389875177125736
冷冻餐饭,全脂牛奶,0.010367678495083368,0.34767025089605735,1.2943903173034272,0.0023579782087878812,1.121215627040766,0.2344261978559155
报纸,全脂牛奶,0.028751603249251818,0.34267515923566877,1.275793390294038,0.006215349755553042,1.1126953726995237,0.2359729510639101
巧克力,全脂牛奶,0.017528858486532708,0.33606557377049184,1.25118563796129,0.003519060136309777,1.1016182920843034,0.2118056701541307
威化饼,全脂牛奶,0.013360410431808465,0.3306878306878307,1.231164084327634,0.0025085584310210306,1.0927670856942007,0.19566584985520172
咖啡,全脂牛奶,0.01966652415562206,0.3222416812609457,1.1997187305520924,0.0032739117417341645,1.0791491427794957,0.1772914552968253
香肠,全脂牛奶,0.03142368533561351,0.3181818181818182,1.184603697138516,0.004896936000355335,1.0727233860624197,0.17291271347248582
瓶装水,全脂牛奶,0.03612654980761009,0.3109475620975161,1.1576702709846243,0.004920298154552041,1.0614610274152056,0.15409982818840745
面包卷,全脂牛奶,0.05953398888413852,0.30790491984521834,1.1463423915924644,0.007600125737512939,1.0567945498403923,0.15826018114132892
