support,itemsets,length
0.07866609662248825,全脂牛奶、其他蔬菜,2
0.05953398888413852,全脂牛奶、面包卷,2
0.058892689183411714,全脂牛奶、酸奶,2
0.051410859341598975,全脂牛奶、根茎类蔬菜,2
0.049807610089781955,其他蔬菜、根茎类蔬菜,2
0.04563916203505772,其他蔬菜、酸奶,2
0.044784095767421976,其他蔬菜、面包卷,2
0.04446344591705857,全脂牛奶、热带水果,2
0.04211201368106028,全脂牛奶、苏打,2
0.04029499786233433,苏打、面包卷,2
0.037729799059427103,其他蔬菜、热带水果,2
0.03612654980761009,全脂牛奶、瓶装水,2
0.03612654980761009,酸奶、面包卷,2
0.034950833689610945,全脂牛奶、糕点,2
0.03441641727233861,其他蔬菜、苏打,2
0.03388200085506627,全脂牛奶、酸奶油,2
0.03217186831979479,面包卷、香肠,2
0.03206498503634032,全脂牛奶、柑橘类水果,2
0.03163745190252244,仁果类水果、全脂牛奶,2
0.03153056861906798,全脂牛奶、本地蛋类,2
0.03142368533561351,全脂牛奶、香肠,2
0.030782385634886705,热带水果、酸奶,2
0.0304617357845233,瓶装水、苏打,2
0.030354852501068834,其他蔬菜、柑橘类水果,2
0.030354852501068834,其他蔬菜、酸奶油,2
0.02896536981616075,全脂牛奶、黄油,2
0.028751603249251818,全脂牛奶、报纸,2
0.028751603249251818,苏打、酸奶,2
0.028324070115433947,其他蔬菜、香肠,2
0.028003420265070543,全脂牛奶、水果/蔬菜汁,2
0.027469003847798205,仁果类水果、其他蔬菜,2
0.027469003847798205,全脂牛奶、凝乳,2
0.0271483539974348,根茎类蔬菜、酸奶,2
0.026507054296707994,全脂牛奶、黑面包,2
0.026079521162890123,其他蔬菜、瓶装水,2
0.02586575459598119,热带水果、面包卷,2
0.02586575459598119,苏打、购物袋,2
0.025758871312526722,全脂牛奶、购物袋,2
0.025545104745617785,根茎类蔬菜、面包卷,2
0.025545104745617785,苏打、香肠,2
0.02543822146216332,人造黄油、全脂牛奶,2
0.02543822146216332,瓶装水、面包卷,2
0.02436938862761864,其他蔬菜、购物袋,2
0.024155622060709706,瓶装水、酸奶,2
0.023728088926891835,其他蔬菜、糕点,2
0.02340743907652843,其他蔬菜、本地蛋类,2
0.023300555793073965,全脂牛奶、猪肉,2
0.022766139375801624,其他蔬菜、猪肉,2
0.022766139375801624,柑橘类水果、酸奶,2
0.022338606241983753,全脂牛奶、牛肉,2
0.02212483967507482,其他蔬菜、水果/蔬菜汁,2
0.02212483967507482,根茎类蔬菜、热带水果,2
0.02212483967507482,糕点、苏打,2
0.02201795639162035,糕点、面包卷,2
0.021911073108165882,热带水果、苏打,2
0.021804189824711415,酸奶、酸奶油,2
0.021590423257802478,全脂牛奶、冷冻热狗肠,2
0.02148353997434801,仁果类水果、热带水果,2
0.02148353997434801,全脂牛奶、冷冻蔬菜,2
0.02105600684053014,其他蔬菜、黄油,2
0.020949123557075674,柑橘类水果、热带水果,2
0.020735356990166737,人造黄油、其他蔬菜,2
0.020735356990166737,全脂牛奶、餐巾,2
0.020735356990166737,其他蔬菜、牛肉,2
0.020735356990166737,报纸、面包卷,2
0.02062847370671227,酸奶、香肠,2
0.020521590423257803,购物袋、面包卷,2
0.020307823856348866,其他蔬菜、报纸,2
0.0202009405728944,冷冻热狗肠、面包卷,2
0.01966652415562206,全脂牛奶、咖啡,2
0.01966652415562206,其他蔬菜、黑面包,2
0.01966652415562206,水果/蔬菜汁、酸奶,2
0.01955964087216759,根茎类蔬菜、苏打,2
0.019452757588713124,热带水果、瓶装水,2
0.019345874305258658,水果/蔬菜汁、苏打,2
0.018918341171440787,仁果类水果、酸奶,2
0.01881145788798632,其他蔬菜、鸡,2
0.01870457460453185,其他蔬菜、冷冻蔬菜,2
0.018597691321077383,柑橘类水果、根茎类蔬菜,2
0.018597691321077383,糕点、酸奶,2
0.018490808037622916,全脂牛奶、鸡,2
0.01827704147071398,根茎类蔬菜、牛肉,2
0.018170158187259512,凝乳、酸奶,2
0.018063274903805045,其他蔬菜、凝乳,2
0.01795639162035058,全脂牛奶、白面包,2
0.01795639162035058,根茎类蔬菜、酸奶油,2
0.017635741769987175,柑橘类水果、面包卷,2
0.017528858486532708,全脂牛奶、巧克力,2
0.01731509191962377,全脂牛奶、奶油乳酪,2
0.01731509191962377,其他蔬菜、冷冻热狗肠,2
0.01646002565198803,本地蛋类、面包卷,2
0.01646002565198803,根茎类蔬菜、瓶装水,2
0.01646002565198803,购物袋、香肠,2
0.016353142368533562,仁果类水果、根茎类蔬菜,2
0.016139375801624625,报纸、酸奶,2
0.01603249251817016,购物袋、酸奶,2
0.01581872595126122,全脂牛奶、糖,2
0.015711842667806755,根茎类蔬菜、香肠,2
0.015498076100897819,人造黄油、面包卷,2
0.015498076100897819,全脂牛奶、汉堡肉,2
0.015391192817443352,报纸、苏打,2
0.015391192817443352,酸奶、黄油,2
0.015391192817443352,酸奶油、面包卷,2
0.015284309533988884,水果/蔬菜汁、面包卷,2
0.015284309533988884,酸奶、黑面包,2
0.015177426250534417,其他蔬菜、餐巾,2
0.015070542967079948,本地蛋类、根茎类蔬菜,2
0.015070542967079948,本地蛋类、酸奶,2
0.014963659683625482,人造黄油、酸奶,2
0.014963659683625482,其他蔬菜、洋葱,2
0.014963659683625482,水果/蔬菜汁、瓶装水,2
0.014643009833262078,仁果类水果、面包卷,2
0.014643009833262078,热带水果、香肠,2
0.01453612654980761,仁果类水果、柑橘类水果,2
0.01453612654980761,其他蔬菜、汉堡肉,2
0.01453612654980761,热带水果、酸奶油,2
0.014429243266353142,全脂牛奶、甜点,2
0.014429243266353142,其他蔬菜、奶油乳酪,2
0.014429243266353142,其他蔬菜、白面包,2
0.014429243266353142,水果/蔬菜汁、热带水果,2
0.014322359982898675,根茎类蔬菜、猪肉,2
0.014322359982898675,牛肉、面包卷,2
0.014215476699444207,全脂牛奶、长面包,2
0.014215476699444207,巧克力、苏打,2
0.014215476699444207,柑橘类水果、瓶装水,2
0.014215476699444207,热带水果、购物袋,2
0.01410859341598974,其他蔬菜、咖啡,2
0.01410859341598974,面包卷、黄油,2
0.014001710132535271,仁果类水果、苏打,2
0.013894826849080803,热带水果、糕点,2
0.0135741769987174,根茎类蔬菜、黄油,2
0.013467293715262932,全脂牛奶、卫生用品,2
0.013467293715262932,柑橘类水果、苏打,2
0.013467293715262932,根茎类蔬菜、购物袋,2
0.013360410431808465,全脂牛奶、威化饼,2
0.013360410431808465,其他蔬菜、巧克力,2
0.013253527148353997,苏打、黑面包,2
0.013253527148353997,面包卷、黑面包,2
0.01314664386489953,糕点、香肠,2
0.013039760581445061,冷冻蔬菜、酸奶,2
0.013039760581445061,奶油乳酪、酸奶,2
0.013039760581445061,本地蛋类、苏打,2
0.012932877297990595,酸奶、餐巾,2
0.01271911073108166,全脂牛奶、洋葱,2
0.01261222744762719,根茎类蔬菜、水果/蔬菜汁,2
0.01261222744762719,瓶装水、香肠,2
0.01261222744762719,苏打、餐巾,2
0.012505344164172724,猪肉、苏打,2
0.012505344164172724,糕点、购物袋,2
0.012398460880718255,全脂牛奶、莓果,2
0.012398460880718255,巧克力、面包卷,2
0.012398460880718255,报纸、热带水果,2
0.012291577597263788,牛肉、酸奶,2
0.012291577597263788,面包卷、餐巾,2
0.01218469431380932,全脂牛奶、酪,2
0.01218469431380932,其他蔬菜、甜点,2
0.01218469431380932,冷冻蔬菜、根茎类蔬菜,2
0.01218469431380932,苏打、酸奶油,2
0.012077811030354853,全脂牛奶、火腿,2
0.012077811030354853,报纸、根茎类蔬菜,2
0.011970927746900385,本地蛋类、热带水果,2
0.011864044463445918,全脂牛奶、油,2
0.011864044463445918,冷冻热狗肠、苏打,2
0.011864044463445918,报纸、瓶装水,2
0.011864044463445918,柑橘类水果、香肠,2
0.011864044463445918,猪肉、面包卷,2
0.01175716117999145,全脂牛奶、咸点心,2
0.01175716117999145,冷冻热狗肠、酸奶,2
0.011650277896536982,人造黄油、根茎类蔬菜,2
0.011543394613082514,咖啡、面包卷,2
0.011543394613082514,根茎类蔬菜、糕点,2
0.011543394613082514,瓶装水、购物袋,2
0.011436511329628047,凝乳、根茎类蔬菜,2
0.011436511329628047,柑橘类水果、酸奶油,2
0.011436511329628047,根茎类蔬菜、鸡,2
0.011329628046173578,仁果类水果、香肠,2
0.011329628046173578,全脂牛奶、切片奶酪,2
0.011329628046173578,其他蔬菜、咸点心,2
0.011329628046173578,其他蔬菜、糖,2
0.01122274476271911,仁果类水果、糕点,2
0.01122274476271911,其他蔬菜、长面包,2
0.01122274476271911,水果/蔬菜汁、购物袋,2
0.01122274476271911,热带水果、黑面包,2
0.01122274476271911,香肠、黑面包,2
0.011115861479264643,仁果类水果、瓶装水,2
0.011115861479264643,莓果、酸奶,2
0.011008978195810174,凝乳、酸奶油,2
0.010902094912355708,其他蔬菜、酪,2
0.010902094912355708,本地蛋类、柑橘类水果,2
0.010902094912355708,柑橘类水果、水果/蔬菜汁,2
0.010795211628901239,人造黄油、瓶装水,2
0.010795211628901239,其他蔬菜、莓果,2
0.010795211628901239,凝乳、热带水果,2
0.010795211628901239,白面包、苏打,2
0.010688328345446772,人造黄油、苏打,2
0.010688328345446772,冷冻热狗肠、根茎类蔬菜,2
0.010688328345446772,冷冻蔬菜、面包卷,2
0.010688328345446772,根茎类蔬菜、黑面包,2
0.010688328345446772,酸奶油、黄油,2
0.010581445061992304,全脂牛奶、硬奶酪,2
0.010581445061992304,其他蔬菜、威化饼,2
0.010581445061992304,冷冻热狗肠、香肠,2
0.010581445061992304,凝乳、面包卷,2
0.010581445061992304,水果/蔬菜汁、香肠,2
0.010581445061992304,热带水果、餐巾,2
0.010474561778537837,一般肉类、全脂牛奶,2
0.010474561778537837,一般肉类、其他蔬菜,2
0.010474561778537837,其他蔬菜、油,2
0.010474561778537837,咖啡、苏打,2
0.010474561778537837,奶油乳酪、面包卷,2
0.010474561778537837,本地蛋类、酸奶油,2
0.010474561778537837,根茎类蔬菜、餐巾,2
0.010474561778537837,热带水果、黄油,2
0.010367678495083368,全脂牛奶、冷冻餐饭,2
0.010367678495083368,甜点、苏打,2
0.010367678495083368,甜点、酸奶,2
0.010260795211628902,咖啡、酸奶,2
0.010260795211628902,柑橘类水果、糕点,2
0.010260795211628902,柑橘类水果、购物袋,2
0.010153911928174433,本地蛋类、黄油,2
0.010153911928174433,糕点、黑面包,2
0.010153911928174433,面包卷、鸡,2
0.010047028644719966,仁果类水果、水果/蔬菜汁,2
0.010047028644719966,其他蔬菜、卫生用品,2
0.010047028644719966,威化饼、苏打,2
0.010047028644719966,本地蛋类、香肠,2
0.010047028644719966,猪肉、酸奶,2
0.02436938862761864,全脂牛奶、其他蔬菜、根茎类蔬菜,3
0.02340743907652843,全脂牛奶、其他蔬菜、酸奶,3
0.01881145788798632,全脂牛奶、其他蔬菜、面包卷,3
0.01795639162035058,全脂牛奶、其他蔬菜、热带水果,3
0.016353142368533562,全脂牛奶、酸奶、面包卷,3
0.01592560923471569,全脂牛奶、热带水果、酸奶,3
0.015391192817443352,全脂牛奶、其他蔬菜、酸奶油,3
0.015284309533988884,全脂牛奶、根茎类蔬菜、酸奶,3
0.014643009833262078,全脂牛奶、其他蔬菜、苏打,3
0.014215476699444207,仁果类水果、全脂牛奶、其他蔬菜,3
0.013681060282171868,全脂牛奶、其他蔬菜、柑橘类水果,3
0.0135741769987174,其他蔬菜、根茎类蔬菜、酸奶,3
0.013360410431808465,全脂牛奶、根茎类蔬菜、面包卷,3
0.012932877297990595,全脂牛奶、其他蔬菜、本地蛋类,3
0.012932877297990595,其他蔬菜、根茎类蔬菜、热带水果,3
0.012932877297990595,其他蔬菜、热带水果、酸奶,3
0.012825994014536126,其他蔬菜、根茎类蔬菜、面包卷,3
0.01261222744762719,全脂牛奶、根茎类蔬菜、热带水果,3
0.012077811030354853,全脂牛奶、其他蔬菜、黄油,3
0.012077811030354853,其他蔬菜、酸奶、面包卷,3
0.011543394613082514,全脂牛奶、热带水果、面包卷,3
0.011436511329628047,全脂牛奶、酸奶、酸奶油,3
0.011329628046173578,全脂牛奶、其他蔬菜、瓶装水,3
0.011115861479264643,全脂牛奶、其他蔬菜、糕点,3
0.011008978195810174,全脂牛奶、其他蔬菜、水果/蔬菜汁,3
0.011008978195810174,全脂牛奶、苏打、酸奶,3
0.010902094912355708,其他蔬菜、柑橘类水果、根茎类蔬菜,3
0.010795211628901239,全脂牛奶、柑橘类水果、酸奶,3
0.010688328345446772,全脂牛奶、其他蔬菜、猪肉,3
0.010688328345446772,全脂牛奶、其他蔬菜、香肠,3
0.010688328345446772,其他蔬菜、酸奶、酸奶油,3
0.010581445061992304,全脂牛奶、凝乳、酸奶,3
0.010367678495083368,全脂牛奶、其他蔬菜、凝乳,3
0.010367678495083368,其他蔬菜、苏打、面包卷,3
0.010153911928174433,全脂牛奶、其他蔬菜、冷冻蔬菜,3
0.010153911928174433,全脂牛奶、瓶装水、酸奶,3
0.010153911928174433,苏打、面包卷、香肠,3
0.010047028644719966,仁果类水果、全脂牛奶、酸奶,3
